prep,prophylaxis,truvada,descovy,apretude,Dates,United States,NY,NY-New York City,DC,DC-Washington,WI,WI-Madison,United Kingdom,IL,IL-Chicago,MN,CA,NC,VA,Pakistan,Romania,The Netherlands,OH,San Diego,Ukraine,GA,GA-Atlanta,India,MS,Singapore,Los Angeles,ID,FL,OR,OR-Portland,PA,PA-Philadelphia,Jordan,MA,MA-Boston,HI,HI-Honolulu,Sweden,CO,Ghana,TN,TN-Nashville,WA,WA-Seattle,South Africa,MD,NV,NV-Las Vegas,Austria,Estonia,VA-Arlington,NJ,Australia,Mexico,Canada,LA,LA-New Orleans,IN,IN-Indianapolis,CA-Sacramento,ID-Boise,NY-Buffalo,CA-Oakland,CO-Denver,Kenya,MO,Switzerland,Germany,Indonesia,TX,TX-Dallas,NV-Reno,NM,NM-Albuquerque,AZ,AZ-Phoenix,TX-San Antonio,Philippines,Norway,RI,IA,Gibraltar,MD-Baltimore,MI,MI-Detroit,OH-Cleveland,NH,LA-Baton Rouge,AZ-Tucson,Italy,CT,SC,Egypt,Sri Lanka,PA-Pittsburgh,AR,AL,Rwanda,Peru,FL-Miami,Japan,Malaysia,FL-Orlando,Nigeria,NC-Charlotte,CA-San Jose,Spain,Bangladesh,MN-Minneapolis,TX-Houston,NC-Durham,TX-Austin,France,Thailand,WI-Milwaukee,Armenia,CA-Anaheim,New Zealand,Portugal,Cambodia,Venezuela,Ireland,VT,VA-Richmond,OH-Cincinnati,Malawi,AZ-Glendale,Lebanon,Panama,Madagascar,Uganda,Belgium,KY,AK,AK-Anchorage,KS,AZ-Mesa,China,South Korea,FL-Tampa,IN-Fort Wayne,Botswana,Jamaica,Ethiopia,WV,Netherlands,NE,NE-Omaha,UT,NC-Greensboro,Argentina,United Arab Emirates,Cameroon,Kuwait,CA-Santa Ana,MO-Kansas City,OH-Toledo,CA-Riverside,NJ-Newark,Slovenia,CA-Bakersfield,NC-Raleigh,Brazil,Poland,El Salvador,Kazakhstan,ND,KY-Louisville,NJ-Jersey City,CO-Colorado Springs,Zambia,Tajikistan,Israel,Chile,Puerto Rico,DE,TX-Plano,CA-San Francisco,Tunisia,Ecuador,Dominican Republic,Vietnam,Zimbabwe,AZ-Scottsdale,Denmark,OH-Columbus,Czech Republic,NE-Norfolk,Iran,Senegal,Namibia,Finland,Cyprus,TX-Lubbock,Barbados,Reunion,Mauritius,Bahrain,Turkey,Tanzania,Nepal,Saudi Arabia,Algeria,TX-Arlington,Trinidad and Tobago,KS-Wichita,Luxembourg,Seychelles,Russia,French Polynesia,CA-Irvine,AZ-Gilbert,Mali,MT,OK,OK-Oklahoma City,ME,ME-Portland,Ivory Coast,Maldives,Hong Kong,St. Lucia,Angola,Uzbekistan,Bolivia,WY,Greece,DE-Newark,WA-Spokane,Colombia,IN-Columbus,CA-Fresno,Albania,TN-Memphis,Morocco,NE-Lincoln,Saint Lucia,CA-Richmond,Taiwan,Honduras,Burkina Faso,Antarctica,Slovakia,Nicaragua,CA-Fremont,CA-Long Beach,Turks and Caicos Islands,The Bahamas,SD,VA-Virginia Beach,Palestinian Territory,Suriname,CA-Newark,AZ-Chandler,Belize,Hungary,GA-Columbus,CA-Glendale,NC-Jacksonville,NV-Henderson,Mozambique,British Virgin Islands,OK-Tulsa,TX-Fort Worth,Moldova,Afghanistan,Guyana,Guatemala,TX-Irving,Costa Rica,Antigua and Barbuda,Qatar,VA-Norfolk,Latvia,Myanmar,Lesotho,KS-Kansas City,Uruguay,Brunei,Swaziland,Georgia,TX-El Paso,Mongolia,Liberia,Anguilla,South Sudan,Guadeloupe,Haiti,Cayman Islands,Cuba,Malta,TX-Corpus Christi,Libya,Bosnia and Herzegovina,Serbia,NY-Long Beach,Croatia,The Gambia,Macedonia,Somalia,TX-Laredo,Sudan,CO-Aurora,Paraguay,Turkmenistan,Democratic Republic of Congo,Iceland,TN-Cleveland,Republic of Latvia,Iraq,Fiji,CA-Stockton,Syria,U.S. Virgin Islands,Papua New Guinea,Kosovo,MA-Lexington,CA-Chula Vista,Oman,Bulgaria,Montenegro,Republic of Lithuania,Kyrgyzstan,Eswatini,KY-Henderson,TX-Garland,South Georgia and the South Sandwich Islands,Cook Islands,IL-Aurora,NJ-Madison,Benin,CA-Lincoln,Sierra Leone,Dominica,MA-Arlington,Monaco,AL-Madison,Aruba,MS-Madison,CO-Louisville,FL-Jacksonville,Djibouti,Grenada,IN-Richmond,North Korea,Martinique
242,30,16,13,0,2019-10-12,301.0,78.0,58.0,24.0,24.0,,,72.0,12.0,11.0,4.0,42.0,4.0,2.0,,,,5.0,2.0,,21.0,14.0,1.0,,1.0,1.0,,20.0,,,13.0,7.0,1.0,5.0,5.0,3.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,22.0,3.0,5.0,5.0,,1.0,1.0,4.0,3.0,,7.0,,,1.0,,,,1.0,2.0,1.0,6.0,3.0,6.0,,,16.0,3.0,,1.0,,2.0,,,3.0,,,2.0,,,3.0,,3.0,,,,,1.0,,,,4.0,,2.0,,,3.0,,3.0,3.0,2.0,1.0,1.0,,,3.0,1.0,,2.0,,,,2.0,,,,,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,3.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,31,18,7,0,2019-10-19,382.0,158.0,103.0,25.0,25.0,1.0,,49.0,6.0,6.0,,36.0,7.0,1.0,1.0,,1.0,5.0,,,24.0,20.0,1.0,,1.0,,,22.0,3.0,,11.0,2.0,,9.0,8.0,4.0,4.0,,,,4.0,1.0,1.0,1.0,16.0,2.0,1.0,1.0,,,1.0,5.0,2.0,,4.0,1.0,1.0,,,,,1.0,1.0,,3.0,2.0,2.0,,1.0,22.0,4.0,,,,2.0,,1.0,6.0,,2.0,2.0,,1.0,2.0,,1.0,1.0,,,,3.0,2.0,,,7.0,,4.0,,,7.0,1.0,,,1.0,,,1.0,,,7.0,2.0,4.0,3.0,,,,,,2.0,,,5.0,,,,,,,,,3.0,2.0,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
231,21,13,5,0,2019-10-26,269.0,42.0,37.0,27.0,27.0,3.0,,77.0,10.0,8.0,2.0,32.0,3.0,2.0,,,,9.0,1.0,,21.0,14.0,,1.0,,1.0,,28.0,3.0,1.0,9.0,3.0,,5.0,5.0,2.0,1.0,3.0,5.0,,7.0,4.0,6.0,5.0,9.0,4.0,3.0,1.0,,,1.0,7.0,15.0,2.0,1.0,,,1.0,,1.0,,,1.0,3.0,3.0,1.0,4.0,2.0,,8.0,2.0,,,,3.0,1.0,1.0,2.0,,1.0,,,2.0,5.0,1.0,3.0,,,,,1.0,2.0,,,3.0,1.0,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,2.0,,,,2.0,,1.0,8.0,,,,,,,,,3.0,,1.0,,,,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,2.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
331,36,111,29,0,2019-11-02,508.0,80.0,55.0,41.0,41.0,10.0,2.0,68.0,13.0,7.0,3.0,68.0,19.0,6.0,,,1.0,22.0,7.0,,23.0,12.0,5.0,3.0,2.0,3.0,1.0,26.0,4.0,3.0,11.0,4.0,,9.0,5.0,,,4.0,4.0,1.0,5.0,3.0,7.0,5.0,14.0,7.0,5.0,4.0,1.0,,3.0,15.0,8.0,1.0,9.0,4.0,1.0,3.0,2.0,1.0,,2.0,2.0,3.0,9.0,5.0,7.0,1.0,,17.0,6.0,1.0,1.0,1.0,13.0,2.0,,7.0,,2.0,1.0,,4.0,7.0,,1.0,1.0,,2.0,1.0,2.0,,,1.0,3.0,,2.0,,,4.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,,,1.0,4.0,3.0,4.0,,6.0,,,1.0,,,3.0,29.0,,,3.0,,,,,,2.0,9.0,,2.0,1.0,2.0,1.0,1.0,,,,,,,,1.0,,,2.0,,,,,,,1.0,1.0,1.0,4.0,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,30,25,5,0,2019-11-09,305.0,78.0,65.0,24.0,24.0,3.0,2.0,50.0,19.0,18.0,1.0,25.0,5.0,,,,4.0,6.0,2.0,1.0,11.0,10.0,5.0,,,,,19.0,3.0,1.0,13.0,3.0,1.0,9.0,4.0,,,,1.0,,6.0,4.0,9.0,4.0,14.0,2.0,,,,1.0,,5.0,23.0,,10.0,,,1.0,1.0,,,,1.0,,13.0,2.0,11.0,1.0,,21.0,2.0,,,,6.0,4.0,1.0,3.0,,1.0,,,1.0,5.0,1.0,1.0,,,1.0,1.0,4.0,2.0,,2.0,2.0,1.0,3.0,8.0,,5.0,1.0,2.0,,3.0,3.0,1.0,1.0,1.0,1.0,6.0,,1.0,,,1.0,,,,,,1.0,7.0,,,1.0,,,,,,,3.0,,1.0,1.0,1.0,,,,,,5.0,,,,3.0,2.0,2.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,17,8,2,0,2019-11-16,200.0,17.0,11.0,21.0,21.0,,,80.0,7.0,5.0,5.0,35.0,4.0,,,,,6.0,1.0,1.0,16.0,13.0,2.0,,,,,17.0,,,9.0,3.0,,6.0,5.0,4.0,4.0,1.0,2.0,,3.0,1.0,2.0,,28.0,4.0,,,,,,,20.0,1.0,4.0,,,,,3.0,,1.0,,2.0,10.0,1.0,9.0,,,17.0,1.0,,,,1.0,1.0,,1.0,,,,,2.0,2.0,,,1.0,,,,2.0,,5.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,7.0,,,,,3.0,10.0,1.0,,,,,,,,,,3.0,1.0,,,,,,,,,1.0,1.0,1.0,,,2.0,,2.0,,,,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,24,9,7,0,2019-11-23,269.0,45.0,33.0,17.0,17.0,1.0,,90.0,5.0,3.0,4.0,33.0,3.0,2.0,,,,10.0,,1.0,17.0,14.0,1.0,,,2.0,,27.0,3.0,,9.0,3.0,,13.0,10.0,1.0,1.0,6.0,3.0,,1.0,,6.0,4.0,16.0,9.0,,,,,,8.0,11.0,,10.0,,,,,,,,1.0,2.0,6.0,1.0,10.0,1.0,2.0,21.0,1.0,,,,3.0,,,2.0,,1.0,,,6.0,1.0,,4.0,,,,,3.0,1.0,,,3.0,1.0,,,,3.0,,5.0,1.0,8.0,1.0,,,,,5.0,1.0,1.0,3.0,,,,,,,,1.0,5.0,1.0,,,,,,,,4.0,3.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
749,88,44,16,0,2019-11-30,896.0,120.0,83.0,77.0,77.0,4.0,,185.0,36.0,30.0,9.0,93.0,18.0,10.0,1.0,,3.0,26.0,7.0,,51.0,42.0,6.0,1.0,1.0,5.0,1.0,40.0,5.0,2.0,37.0,20.0,4.0,35.0,21.0,4.0,2.0,4.0,15.0,7.0,9.0,6.0,15.0,11.0,33.0,13.0,7.0,7.0,1.0,,4.0,28.0,4.0,5.0,16.0,6.0,2.0,5.0,,3.0,1.0,,3.0,8.0,23.0,10.0,9.0,5.0,4.0,64.0,5.0,,2.0,,9.0,4.0,3.0,13.0,2.0,4.0,1.0,,5.0,28.0,,4.0,2.0,2.0,1.0,2.0,9.0,3.0,2.0,,5.0,2.0,3.0,,,4.0,,2.0,5.0,17.0,2.0,,4.0,,2.0,19.0,7.0,22.0,5.0,1.0,4.0,,,1.0,,,1.0,19.0,,,2.0,,,,,,6.0,,3.0,1.0,1.0,1.0,1.0,,,,,1.0,,,3.0,,2.0,2.0,6.0,1.0,1.0,,,,,4.0,1.0,,1.0,,,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,7.0,,,,,1.0,,5.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,50,29,8,0,2019-12-07,504.0,97.0,87.0,41.0,41.0,2.0,1.0,84.0,24.0,21.0,8.0,49.0,5.0,4.0,2.0,,2.0,6.0,3.0,,21.0,15.0,3.0,1.0,,6.0,,41.0,6.0,,28.0,11.0,4.0,5.0,4.0,2.0,,1.0,4.0,,9.0,4.0,6.0,3.0,11.0,6.0,4.0,3.0,,2.0,1.0,8.0,8.0,3.0,6.0,3.0,3.0,1.0,,1.0,,,,3.0,6.0,1.0,5.0,3.0,3.0,26.0,1.0,,1.0,,9.0,3.0,1.0,3.0,,3.0,4.0,1.0,1.0,10.0,5.0,2.0,1.0,,1.0,1.0,2.0,1.0,,2.0,5.0,1.0,,,,5.0,3.0,2.0,5.0,4.0,,,2.0,,4.0,12.0,,1.0,2.0,,,,,,1.0,,1.0,3.0,,,,,,,1.0,,6.0,2.0,1.0,2.0,2.0,3.0,,1.0,,,,3.0,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,,,,,1.0,,,,,,,4.0,,2.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
338,31,19,4,0,2019-12-14,391.0,84.0,71.0,36.0,36.0,1.0,,88.0,11.0,10.0,3.0,41.0,9.0,2.0,,,1.0,2.0,4.0,,21.0,17.0,6.0,,1.0,4.0,,21.0,2.0,1.0,17.0,3.0,1.0,14.0,13.0,2.0,2.0,,8.0,,1.0,1.0,9.0,3.0,21.0,9.0,,,,2.0,,5.0,7.0,,16.0,2.0,,1.0,,1.0,,,1.0,2.0,8.0,3.0,3.0,2.0,,28.0,,,1.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,,3.0,5.0,,,1.0,,,,1.0,1.0,,3.0,3.0,1.0,2.0,,,1.0,2.0,2.0,2.0,2.0,,,,,,3.0,,3.0,2.0,,1.0,,,,1.0,,,6.0,,,,,,,,,3.0,2.0,,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,7.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,19,9,4,0,2019-12-21,172.0,36.0,31.0,32.0,32.0,,,32.0,3.0,3.0,1.0,15.0,2.0,3.0,,,,6.0,,,4.0,3.0,4.0,,,1.0,,12.0,2.0,,4.0,1.0,1.0,4.0,3.0,,,,1.0,,,,1.0,,10.0,4.0,2.0,2.0,,1.0,,2.0,3.0,,5.0,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,22.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,2.0,,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,2.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,29,23,1,0,2019-12-28,261.0,49.0,38.0,25.0,25.0,,,45.0,2.0,2.0,,32.0,4.0,3.0,1.0,,1.0,4.0,3.0,,23.0,18.0,6.0,,,4.0,,24.0,3.0,1.0,6.0,2.0,,10.0,9.0,3.0,3.0,,1.0,1.0,3.0,2.0,3.0,3.0,24.0,3.0,,,,1.0,,1.0,2.0,1.0,3.0,,,1.0,1.0,2.0,,,1.0,1.0,3.0,1.0,2.0,1.0,2.0,22.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,3.0,,,,2.0,,1.0,2.0,,2.0,3.0,,2.0,2.0,,,2.0,,,9.0,,1.0,1.0,1.0,,,,,5.0,,1.0,1.0,,,2.0,,,,,,1.0,,,2.0,2.0,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
160,22,7,5,0,2020-01-04,193.0,34.0,26.0,16.0,16.0,3.0,,51.0,3.0,3.0,1.0,18.0,2.0,,,,,3.0,5.0,,17.0,12.0,,,,1.0,,16.0,,,10.0,2.0,,5.0,3.0,,,,7.0,1.0,2.0,1.0,6.0,6.0,17.0,4.0,2.0,2.0,,2.0,,2.0,2.0,,2.0,,,1.0,,2.0,,,,2.0,6.0,3.0,3.0,1.0,1.0,13.0,1.0,,,,1.0,1.0,,1.0,,,,,1.0,5.0,1.0,,,,,,1.0,,,,4.0,,2.0,,,2.0,1.0,1.0,3.0,8.0,,,1.0,,,4.0,,3.0,1.0,,2.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,2.0,1.0,2.0,,,,,,,,,1.0,5.0,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,2.0,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
223,24,11,4,0,2020-01-11,262.0,47.0,22.0,27.0,27.0,,,185.0,7.0,4.0,2.0,35.0,4.0,2.0,1.0,,1.0,8.0,4.0,,21.0,13.0,1.0,,1.0,3.0,,12.0,3.0,,7.0,5.0,,6.0,4.0,3.0,3.0,1.0,6.0,2.0,2.0,,1.0,1.0,47.0,4.0,4.0,3.0,,,1.0,2.0,10.0,,11.0,,,1.0,,,,,,4.0,2.0,2.0,5.0,2.0,,17.0,3.0,,,,3.0,3.0,,2.0,,,1.0,,1.0,8.0,2.0,,3.0,,,,,1.0,,,1.0,,,,,1.0,,1.0,,11.0,1.0,,,,,4.0,1.0,,,,,,,1.0,2.0,,1.0,5.0,,1.0,3.0,,,,2.0,,,1.0,,,,1.0,,,,,,,2.0,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,25,12,5,0,2020-01-18,212.0,47.0,30.0,24.0,24.0,,,45.0,4.0,2.0,1.0,11.0,3.0,2.0,,,1.0,,1.0,,17.0,12.0,1.0,1.0,1.0,,,13.0,3.0,1.0,11.0,2.0,,11.0,9.0,1.0,1.0,,3.0,1.0,1.0,,2.0,2.0,26.0,3.0,2.0,2.0,,,1.0,3.0,3.0,,8.0,,,1.0,,1.0,,1.0,,1.0,11.0,2.0,1.0,,1.0,24.0,,,,,1.0,,,3.0,,2.0,1.0,,1.0,3.0,,,,,,,1.0,1.0,,,2.0,,1.0,,,2.0,,1.0,1.0,16.0,,1.0,1.0,,,9.0,1.0,4.0,1.0,,,,,,,,,3.0,,,,,,,,,1.0,3.0,,,,,,,,,,2.0,4.0,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,24,11,7,0,2020-01-25,228.0,32.0,22.0,18.0,18.0,2.0,,72.0,2.0,2.0,1.0,26.0,1.0,,,,1.0,5.0,,,17.0,11.0,2.0,1.0,2.0,1.0,,12.0,1.0,1.0,9.0,2.0,1.0,8.0,5.0,,,2.0,22.0,,,,,,24.0,6.0,4.0,3.0,,,,6.0,6.0,,5.0,,,3.0,1.0,1.0,,,1.0,9.0,7.0,,,1.0,,16.0,3.0,,,,2.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,1.0,,2.0,,,,1.0,3.0,,1.0,4.0,,4.0,,,2.0,,1.0,,5.0,1.0,1.0,,,,3.0,,1.0,5.0,2.0,2.0,,,,,,1.0,2.0,,,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,2.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,23,15,9,0,2020-02-01,262.0,41.0,26.0,40.0,40.0,,,53.0,10.0,9.0,,34.0,2.0,2.0,,,,4.0,3.0,1.0,19.0,9.0,1.0,,,3.0,,25.0,3.0,1.0,8.0,,,5.0,3.0,2.0,2.0,1.0,2.0,,2.0,1.0,5.0,3.0,37.0,5.0,2.0,1.0,,,1.0,3.0,3.0,,5.0,1.0,1.0,,,,,,3.0,1.0,8.0,1.0,2.0,,1.0,20.0,4.0,,,,5.0,3.0,,3.0,,1.0,,,2.0,1.0,,1.0,,,,,4.0,,,,1.0,,,,,,2.0,1.0,1.0,4.0,,1.0,,,,6.0,1.0,,4.0,,,,,2.0,,,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,20,13,9,0,2020-02-08,246.0,35.0,26.0,28.0,28.0,1.0,,79.0,10.0,8.0,1.0,36.0,6.0,2.0,,,,2.0,1.0,,17.0,13.0,1.0,1.0,1.0,5.0,,20.0,1.0,1.0,6.0,1.0,1.0,9.0,9.0,,,,12.0,2.0,1.0,1.0,1.0,1.0,31.0,7.0,2.0,2.0,,1.0,,3.0,3.0,,4.0,2.0,2.0,1.0,1.0,,,,,7.0,5.0,1.0,,1.0,,14.0,2.0,,,,5.0,4.0,,1.0,,2.0,,,1.0,2.0,1.0,,2.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,2.0,2.0,,1.0,,,4.0,1.0,,1.0,,1.0,,,,,,,4.0,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
